p1,sr,Sveriges Radio P1,https://live-cdn.sr.se/pool2/p1/p1.isml/p1-audio=192000.m3u8
p2,sr,Sveriges Radio P2,https://live-cdn.sr.se/pool2/p2/p2.isml/p2-audio=192000.m3u8
p3,sr,Sveriges Radio P3,https://live-cdn.sr.se/pool1/p3/p3.isml/p3-audio=192000.m3u8
p4vasterbotten,sr,Sveriges Radio P4 Västerbotten,https://live-cdn.sr.se/pool3/p4vasterbotten/p4vasterbotten.isml/p4vasterbotten-audio=192000.m3u8
